country,year,age,sex,education,occupation,internet_use,cult_ballet,cult_cinema,cult_theatre,cult_concert,cult_library,cult_monuments,cult_museum,cult_ballet_bin,cult_cinema_bin,cult_theatre_bin,cult_concert_bin,cult_library_bin,cult_monuments_bin,cult_museum_bin,part_index,part_any,internet_use_rev,education_cat,female,year_2013,gdp_pc,culture_exp
EL,2013,15,2,98,2,5,1,4,1,1,1,2,2,0,1,0,0,0,1,1,3,1,2,high,1,1,18572.7,0.7
EL,2013,24,2,98,2,1,1,4,1,1,1,1,1,0,1,0,0,0,0,0,1,1,6,high,1,1,18572.7,0.7
EL,2013,27,2,15,18,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,low,1,1,18572.7,0.7
EL,2013,16,1,98,2,4,1,4,1,2,2,2,2,0,1,0,1,1,1,1,5,1,3,high,0,1,18572.7,0.7
EL,2013,20,1,20,3,5,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,2,high,0,1,18572.7,0.7
EL,2013,27,1,18,3,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,medium,0,1,18572.7,0.7
EL,2013,21,2,20,15,5,4,4,1,4,1,1,1,1,1,0,1,0,0,0,3,1,2,high,1,1,18572.7,0.7
EL,2013,27,2,20,3,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,high,1,1,18572.7,0.7
EL,2013,26,1,18,14,5,1,3,1,3,1,1,1,0,1,0,1,0,0,0,2,1,2,medium,0,1,18572.7,0.7
EL,2013,24,1,22,3,5,1,4,1,2,1,1,1,0,1,0,1,0,0,0,2,1,2,high,0,1,18572.7,0.7
EL,2013,23,2,98,2,5,1,4,1,2,1,3,1,0,1,0,1,0,1,0,3,1,2,high,1,1,18572.7,0.7
EL,2013,21,2,18,3,5,1,3,2,2,1,3,1,0,1,1,1,0,1,0,4,1,2,medium,1,1,18572.7,0.7
EL,2013,15,2,98,2,5,1,2,2,1,1,2,2,0,1,1,0,0,1,1,4,1,2,high,1,1,18572.7,0.7
EL,2013,19,2,98,2,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,high,1,1,18572.7,0.7
EL,2013,21,1,18,14,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,medium,0,1,18572.7,0.7
EL,2013,25,1,24,10,2,1,3,3,2,1,1,1,0,1,1,1,0,0,0,3,1,5,high,0,1,18572.7,0.7
EL,2013,15,1,98,2,5,2,4,3,3,1,2,2,1,1,1,1,0,1,1,6,1,2,high,0,1,18572.7,0.7
EL,2013,20,2,98,2,3,2,3,3,3,3,3,2,1,1,1,1,1,1,1,7,1,4,high,1,1,18572.7,0.7
EL,2013,29,2,26,12,5,4,4,3,4,2,2,2,1,1,1,1,1,1,1,7,1,2,high,1,1,18572.7,0.7
EL,2013,22,1,98,2,5,2,1,2,3,3,4,1,1,0,1,1,1,1,0,5,1,2,high,0,1,18572.7,0.7
EL,2013,18,1,98,2,5,1,2,1,1,2,2,1,0,1,0,0,1,1,0,3,1,2,high,0,1,18572.7,0.7
EL,2013,24,1,18,13,5,1,4,2,2,2,1,1,0,1,1,1,1,0,0,4,1,2,medium,0,1,18572.7,0.7
EL,2013,19,1,98,2,5,2,4,3,3,4,4,3,1,1,1,1,1,1,1,7,1,2,high,0,1,18572.7,0.7
EL,2013,16,1,98,2,5,1,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,2,high,0,1,18572.7,0.7
EL,2013,25,1,20,17,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,high,0,1,18572.7,0.7
EL,2013,21,2,15,15,6,1,4,2,2,1,1,2,0,1,1,1,0,0,1,4,1,1,low,1,1,18572.7,0.7
EL,2013,29,1,23,13,5,1,3,3,1,1,1,2,0,1,1,0,0,0,1,3,1,2,high,0,1,18572.7,0.7
EL,2013,18,1,98,2,5,2,4,3,3,1,1,2,1,1,1,1,0,0,1,5,1,2,high,0,1,18572.7,0.7
EL,2013,21,1,98,2,4,1,1,2,2,1,2,2,0,0,1,1,0,1,1,4,1,3,high,0,1,18572.7,0.7
EL,2013,23,2,17,3,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,medium,1,1,18572.7,0.7
EL,2013,17,1,98,2,5,1,2,2,1,1,3,2,0,1,1,0,0,1,1,4,1,2,high,0,1,18572.7,0.7
EL,2013,29,2,19,3,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,medium,1,1,18572.7,0.7
EL,2013,22,1,98,2,5,1,2,1,1,1,2,2,0,1,0,0,0,1,1,3,1,2,high,0,1,18572.7,0.7
EL,2013,17,2,98,2,5,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,2,high,1,1,18572.7,0.7
EL,2013,22,1,98,2,4,1,3,1,2,1,1,1,0,1,0,1,0,0,0,2,1,3,high,0,1,18572.7,0.7
EL,2013,27,1,23,8,5,1,4,1,2,1,2,1,0,1,0,1,0,1,0,3,1,2,high,0,1,18572.7,0.7
EL,2013,15,2,98,2,5,1,3,2,1,1,2,1,0,1,1,0,0,1,0,3,1,2,high,1,1,18572.7,0.7
EL,2013,17,1,98,2,5,1,3,2,1,1,2,1,0,1,1,0,0,1,0,3,1,2,high,0,1,18572.7,0.7
EL,2013,29,1,20,13,5,1,3,1,2,1,1,1,0,1,0,1,0,0,0,2,1,2,high,0,1,18572.7,0.7
EL,2013,24,1,98,2,5,1,3,1,2,1,1,1,0,1,0,1,0,0,0,2,1,2,high,0,1,18572.7,0.7
EL,2013,27,1,24,12,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,high,0,1,18572.7,0.7
EL,2013,21,1,98,2,5,1,4,3,2,1,2,2,0,1,1,1,0,1,1,5,1,2,high,0,1,18572.7,0.7
EL,2013,25,1,18,17,1,1,4,4,3,1,2,1,0,1,1,1,0,1,0,4,1,6,medium,0,1,18572.7,0.7
EL,2013,17,1,98,2,5,1,4,1,2,1,1,1,0,1,0,1,0,0,0,2,1,2,high,0,1,18572.7,0.7
EL,2013,19,1,98,2,2,1,4,1,1,1,1,1,0,1,0,0,0,0,0,1,1,5,high,0,1,18572.7,0.7
EL,2013,27,2,25,15,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,high,1,1,18572.7,0.7
EL,2013,23,1,98,2,5,1,4,1,2,2,4,4,0,1,0,1,1,1,1,5,1,2,high,0,1,18572.7,0.7
EL,2013,23,1,98,2,2,1,4,3,1,1,3,2,0,1,1,0,0,1,1,4,1,5,high,0,1,18572.7,0.7
EL,2013,20,2,98,2,5,1,4,4,4,4,2,2,0,1,1,1,1,1,1,6,1,2,high,1,1,18572.7,0.7
EL,2013,19,1,98,2,2,1,3,1,2,1,1,1,0,1,0,1,0,0,0,2,1,5,high,0,1,18572.7,0.7
EL,2013,24,1,22,3,3,1,2,2,1,1,1,1,0,1,1,0,0,0,0,2,1,4,high,0,1,18572.7,0.7
EL,2013,21,1,98,2,4,2,4,2,4,3,4,4,1,1,1,1,1,1,1,7,1,3,high,0,1,18572.7,0.7
EL,2013,16,1,98,2,1,3,1,2,1,4,2,2,1,0,1,0,1,1,1,5,1,6,high,0,1,18572.7,0.7
EL,2013,27,2,21,15,3,1,3,2,2,1,1,1,0,1,1,1,0,0,0,3,1,4,high,1,1,18572.7,0.7
EL,2013,16,1,98,2,3,4,2,2,2,1,2,2,1,1,1,1,0,1,1,6,1,4,high,0,1,18572.7,0.7
EL,2013,19,2,98,2,2,1,2,2,3,1,2,1,0,1,1,1,0,1,0,4,1,5,high,1,1,18572.7,0.7
EL,2013,18,1,98,2,5,1,2,1,1,2,2,1,0,1,0,0,1,1,0,3,1,2,high,0,1,18572.7,0.7
EL,2013,16,1,98,2,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,high,0,1,18572.7,0.7
EL,2013,27,1,19,18,1,2,1,4,3,2,4,4,1,0,1,1,1,1,1,6,1,6,medium,0,1,18572.7,0.7
EL,2013,23,1,98,2,4,1,3,1,1,1,3,3,0,1,0,0,0,1,1,3,1,3,high,0,1,18572.7,0.7
EL,2013,29,1,18,3,5,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,medium,0,1,18572.7,0.7
EL,2013,16,2,98,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,high,1,1,18572.7,0.7
EL,2013,23,1,18,18,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,medium,0,1,18572.7,0.7
EL,2013,25,2,24,15,2,1,2,1,1,2,1,2,0,1,0,0,1,0,1,3,1,5,high,1,1,18572.7,0.7
EL,2013,28,1,22,3,3,1,3,1,2,1,1,1,0,1,0,1,0,0,0,2,1,4,high,0,1,18572.7,0.7
EL,2013,18,1,98,2,5,1,2,1,1,3,1,1,0,1,0,0,1,0,0,2,1,2,high,0,1,18572.7,0.7
EL,2013,16,1,98,2,5,1,4,2,2,1,2,1,0,1,1,1,0,1,0,4,1,2,high,0,1,18572.7,0.7
EL,2013,23,2,98,2,4,1,4,4,3,2,2,2,0,1,1,1,1,1,1,6,1,3,high,1,1,18572.7,0.7
EL,2013,22,1,98,2,2,1,2,2,1,3,2,1,0,1,1,0,1,1,0,4,1,5,high,0,1,18572.7,0.7
EL,2013,26,2,23,13,4,1,2,2,2,3,1,1,0,1,1,1,1,0,0,4,1,3,high,1,1,18572.7,0.7
EL,2013,19,2,98,2,3,1,3,1,2,3,1,1,0,1,0,1,1,0,0,3,1,4,high,1,1,18572.7,0.7
EL,2013,25,2,22,15,1,1,2,1,2,1,1,1,0,1,0,1,0,0,0,2,1,6,high,1,1,18572.7,0.7
EL,2013,15,2,98,2,5,1,4,1,1,4,4,4,0,1,0,0,1,1,1,4,1,2,high,1,1,18572.7,0.7
EL,2013,23,2,15,3,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,low,1,1,18572.7,0.7
EL,2013,22,1,98,2,4,2,2,2,2,1,1,1,1,1,1,1,0,0,0,4,1,3,high,0,1,18572.7,0.7
EL,2013,21,2,98,2,4,2,4,1,1,4,1,1,1,1,0,0,1,0,0,3,1,3,high,1,1,18572.7,0.7
EL,2013,24,1,98,2,5,3,4,1,1,3,1,1,1,1,0,0,1,0,0,3,1,2,high,0,1,18572.7,0.7
EL,2013,22,1,18,3,5,1,2,1,2,1,1,1,0,1,0,1,0,0,0,2,1,2,medium,0,1,18572.7,0.7
EL,2013,29,2,22,17,5,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,2,high,1,1,18572.7,0.7
EL,2013,21,1,17,17,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,medium,0,1,18572.7,0.7
EL,2013,27,1,18,17,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,medium,0,1,18572.7,0.7
EL,2013,21,2,98,2,4,1,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,3,high,1,1,18572.7,0.7
EL,2013,26,2,23,7,6,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,high,1,1,18572.7,0.7
EL,2013,20,1,20,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,high,0,1,18572.7,0.7
EL,2013,24,2,98,2,3,1,4,4,4,1,1,1,0,1,1,1,0,0,0,3,1,4,high,1,1,18572.7,0.7
EL,2013,25,1,98,2,3,1,4,2,3,1,1,1,0,1,1,1,0,0,0,3,1,4,high,0,1,18572.7,0.7
EL,2013,28,2,20,3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,high,1,1,18572.7,0.7
EL,2013,23,1,22,13,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,high,0,1,18572.7,0.7
EL,2013,20,1,98,2,2,1,2,1,2,1,1,1,0,1,0,1,0,0,0,2,1,5,high,0,1,18572.7,0.7
EL,2013,20,2,98,2,4,1,2,1,2,2,1,1,0,1,0,1,1,0,0,3,1,3,high,1,1,18572.7,0.7
EL,2013,23,1,98,2,2,1,3,1,4,4,1,1,0,1,0,1,1,0,0,3,1,5,high,0,1,18572.7,0.7
EL,2013,15,2,98,2,5,2,3,1,1,3,2,1,1,1,0,0,1,1,0,4,1,2,high,1,1,18572.7,0.7
EL,2013,28,2,23,18,5,1,1,1,2,1,2,1,0,0,0,1,0,1,0,2,1,2,high,1,1,18572.7,0.7
EL,2013,22,2,98,2,4,1,4,2,4,4,4,2,0,1,1,1,1,1,1,6,1,3,high,1,1,18572.7,0.7
EL,2013,21,2,98,2,4,2,3,2,3,1,1,2,1,1,1,1,0,0,1,5,1,3,high,1,1,18572.7,0.7
EL,2013,26,1,15,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,low,0,1,18572.7,0.7
EL,2013,18,1,17,5,4,1,3,2,2,2,2,2,0,1,1,1,1,1,1,6,1,3,medium,0,1,18572.7,0.7
EL,2013,21,1,20,14,3,1,3,2,2,2,2,2,0,1,1,1,1,1,1,6,1,4,high,0,1,18572.7,0.7
EL,2013,24,1,23,8,2,1,3,2,1,1,2,2,0,1,1,0,0,1,1,4,1,5,high,0,1,18572.7,0.7
EL,2013,27,1,20,8,2,1,4,3,2,1,1,1,0,1,1,1,0,0,0,3,1,5,high,0,1,18572.7,0.7
EL,2013,21,1,20,15,5,1,4,4,3,1,1,1,0,1,1,1,0,0,0,3,1,2,high,0,1,18572.7,0.7
EL,2013,19,1,98,2,4,1,4,1,2,2,2,2,0,1,0,1,1,1,1,5,1,3,high,0,1,18572.7,0.7
EL,2013,25,1,24,13,4,1,4,3,3,4,2,2,0,1,1,1,1,1,1,6,1,3,high,0,1,18572.7,0.7
EL,2013,25,2,18,14,5,1,4,2,3,3,1,1,0,1,1,1,1,0,0,4,1,2,medium,1,1,18572.7,0.7
EL,2013,15,1,98,2,5,2,4,4,4,4,3,3,1,1,1,1,1,1,1,7,1,2,high,0,1,18572.7,0.7
EL,2013,17,2,98,2,1,1,3,3,3,1,2,1,0,1,1,1,0,1,0,4,1,6,high,1,1,18572.7,0.7
EL,2013,16,1,98,2,4,1,2,2,1,1,2,1,0,1,1,0,0,1,0,3,1,3,high,0,1,18572.7,0.7
EL,2013,23,1,22,3,1,1,3,2,2,1,1,1,0,1,1,1,0,0,0,3,1,6,high,0,1,18572.7,0.7
EL,2013,16,2,98,2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,high,1,1,18572.7,0.7
EL,2013,28,1,19,8,1,1,1,2,1,1,1,1,0,0,1,0,0,0,0,1,1,6,medium,0,1,18572.7,0.7
EL,2013,28,2,25,15,2,1,4,2,3,1,2,2,0,1,1,1,0,1,1,5,1,5,high,1,1,18572.7,0.7
EL,2013,26,2,18,3,NA,2,2,2,2,1,1,1,1,1,1,1,0,0,0,4,1,NA,medium,1,1,18572.7,0.7
EL,2013,29,1,12,15,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,low,0,1,18572.7,0.7
EL,2013,20,1,98,2,NA,2,2,2,2,1,1,1,1,1,1,1,0,0,0,4,1,NA,high,0,1,18572.7,0.7
EL,2013,21,1,18,3,5,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,2,medium,0,1,18572.7,0.7
EL,2013,25,1,15,3,2,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,5,low,0,1,18572.7,0.7
EL,2013,25,2,18,3,3,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,4,medium,1,1,18572.7,0.7
EL,2013,28,1,18,8,1,1,2,1,2,1,1,1,0,1,0,1,0,0,0,2,1,6,medium,0,1,18572.7,0.7
EL,2013,22,2,98,2,1,1,3,1,1,3,1,1,0,1,0,0,1,0,0,2,1,6,high,1,1,18572.7,0.7
EL,2013,19,1,98,2,1,1,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,6,high,0,1,18572.7,0.7
EL,2013,23,2,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,high,1,1,18572.7,0.7
EL,2013,29,2,25,3,4,NA,3,2,2,NA,2,2,NA,1,1,1,NA,1,1,NA,NA,3,high,1,1,18572.7,0.7
EL,2013,24,1,23,13,1,3,1,4,3,3,3,3,1,0,1,1,1,1,1,6,1,6,high,0,1,18572.7,0.7
EL,2013,15,1,98,2,5,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,high,0,1,18572.7,0.7
EL,2013,27,2,12,1,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,low,1,1,18572.7,0.7
EL,2013,15,1,98,2,4,1,2,2,1,1,2,2,0,1,1,0,0,1,1,4,1,3,high,0,1,18572.7,0.7
EL,2013,29,1,20,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,high,0,1,18572.7,0.7
EL,2013,24,2,18,15,3,1,3,2,2,1,1,1,0,1,1,1,0,0,0,3,1,4,medium,1,1,18572.7,0.7
EL,2013,27,1,18,3,5,1,2,1,3,1,1,1,0,1,0,1,0,0,0,2,1,2,medium,0,1,18572.7,0.7
EL,2013,29,2,24,3,3,3,4,2,2,1,2,2,1,1,1,1,0,1,1,6,1,4,high,1,1,18572.7,0.7
EL,2013,26,2,18,8,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,medium,1,1,18572.7,0.7
EL,2013,18,1,98,2,5,1,2,1,1,1,1,2,0,1,0,0,0,0,1,2,1,2,high,0,1,18572.7,0.7
EL,2013,28,1,21,8,4,1,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,3,high,0,1,18572.7,0.7
EL,2013,23,1,21,8,1,1,2,1,2,1,1,1,0,1,0,1,0,0,0,2,1,6,high,0,1,18572.7,0.7
EL,2013,28,1,16,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,medium,0,1,18572.7,0.7
EL,2013,18,2,98,2,1,1,1,2,1,1,1,1,0,0,1,0,0,0,0,1,1,6,high,1,1,18572.7,0.7
EL,2013,21,1,18,18,2,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,5,medium,0,1,18572.7,0.7
EL,2013,21,1,98,2,2,1,4,2,2,2,2,2,0,1,1,1,1,1,1,6,1,5,high,0,1,18572.7,0.7
EL,2013,19,1,98,2,2,1,3,1,3,1,1,1,0,1,0,1,0,0,0,2,1,5,high,0,1,18572.7,0.7
EL,2013,20,2,98,2,2,1,2,1,2,1,1,1,0,1,0,1,0,0,0,2,1,5,high,1,1,18572.7,0.7
EL,2013,27,2,18,18,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,4,1,4,medium,1,1,18572.7,0.7
EL,2013,17,1,98,2,3,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,4,high,0,1,18572.7,0.7
EL,2013,29,2,20,13,2,1,3,2,2,1,1,1,0,1,1,1,0,0,0,3,1,5,high,1,1,18572.7,0.7
EL,2013,22,2,18,1,3,1,3,2,2,1,2,1,0,1,1,1,0,1,0,4,1,4,medium,1,1,18572.7,0.7
EL,2013,17,1,98,2,1,1,3,2,2,4,2,1,0,1,1,1,1,1,0,5,1,6,high,0,1,18572.7,0.7
EL,2013,27,1,25,8,2,1,2,1,2,1,1,1,0,1,0,1,0,0,0,2,1,5,high,0,1,18572.7,0.7
EL,2013,21,2,98,2,2,1,3,1,2,4,1,1,0,1,0,1,1,0,0,3,1,5,high,1,1,18572.7,0.7
EL,2013,29,2,24,1,2,1,2,2,2,1,1,1,0,1,1,1,0,0,0,3,1,5,high,1,1,18572.7,0.7
EL,2013,25,2,22,3,2,1,4,1,1,1,2,2,0,1,0,0,0,1,1,3,1,5,high,1,1,18572.7,0.7
EL,2013,19,1,98,2,2,1,4,1,1,1,1,1,0,1,0,0,0,0,0,1,1,5,high,0,1,18572.7,0.7
EL,2013,17,1,98,2,2,2,4,3,4,2,4,4,1,1,1,1,1,1,1,7,1,5,high,0,1,18572.7,0.7
EL,2013,26,2,21,3,4,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,3,high,1,1,18572.7,0.7
EL,2013,25,2,18,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,medium,1,1,18572.7,0.7
EL,2013,29,2,24,3,5,1,1,1,1,1,2,2,0,0,0,0,0,1,1,2,1,2,high,1,1,18572.7,0.7
EL,2013,29,2,18,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,medium,1,1,18572.7,0.7
EL,2013,22,2,21,15,1,1,3,2,2,1,1,1,0,1,1,1,0,0,0,3,1,6,high,1,1,18572.7,0.7
EL,2013,28,1,18,8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,medium,0,1,18572.7,0.7
EL,2013,27,1,18,17,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,medium,0,1,18572.7,0.7
EL,2013,24,2,23,12,5,1,2,1,1,2,1,1,0,1,0,0,1,0,0,2,1,2,high,1,1,18572.7,0.7
EL,2013,26,1,18,8,2,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,5,medium,0,1,18572.7,0.7
EL,2013,19,1,98,2,5,1,2,1,2,4,2,1,0,1,0,1,1,1,0,4,1,2,high,0,1,18572.7,0.7
EL,2013,24,1,18,3,3,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,4,medium,0,1,18572.7,0.7
EL,2013,28,1,19,8,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,medium,0,1,18572.7,0.7
EL,2013,22,2,98,2,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,high,1,1,18572.7,0.7
EL,2013,22,2,22,17,1,1,1,1,1,1,2,2,0,0,0,0,0,1,1,2,1,6,high,1,1,18572.7,0.7
EL,2013,18,1,98,2,5,1,3,1,3,3,1,1,0,1,0,1,1,0,0,3,1,2,high,0,1,18572.7,0.7
EL,2013,21,2,98,2,5,1,3,1,2,4,1,1,0,1,0,1,1,0,0,3,1,2,high,1,1,18572.7,0.7
EL,2013,22,1,15,8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,low,0,1,18572.7,0.7
EL,2013,29,2,23,10,1,2,4,2,2,2,2,1,1,1,1,1,1,1,0,6,1,6,high,1,1,18572.7,0.7
EL,2013,27,1,21,17,1,1,3,1,2,1,1,1,0,1,0,1,0,0,0,2,1,6,high,0,1,18572.7,0.7
EL,2013,26,1,23,12,1,1,3,2,2,1,2,2,0,1,1,1,0,1,1,5,1,6,high,0,1,18572.7,0.7
EL,2013,28,2,18,3,5,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,2,medium,1,1,18572.7,0.7
EL,2013,26,2,18,3,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,medium,1,1,18572.7,0.7
EL,2013,25,1,18,5,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,medium,0,1,18572.7,0.7
EL,2013,22,1,18,3,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,medium,0,1,18572.7,0.7
EL,2013,25,1,18,17,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,medium,0,1,18572.7,0.7
EL,2013,16,1,98,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,high,0,1,18572.7,0.7
EL,2013,21,1,19,15,1,1,1,1,1,2,1,1,0,0,0,0,1,0,0,1,1,6,medium,0,1,18572.7,0.7
EL,2013,18,2,17,3,2,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,5,medium,1,1,18572.7,0.7
EL,2013,28,2,18,1,3,1,1,1,1,1,2,1,0,0,0,0,0,1,0,1,1,4,medium,1,1,18572.7,0.7
EL,2013,18,1,17,5,2,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,5,medium,0,1,18572.7,0.7
EL,2013,17,2,98,2,3,1,3,2,2,2,2,2,0,1,1,1,1,1,1,6,1,4,high,1,1,18572.7,0.7
EL,2013,20,2,19,3,2,1,2,1,2,1,1,1,0,1,0,1,0,0,0,2,1,5,medium,1,1,18572.7,0.7
EL,2013,27,1,15,14,2,1,2,1,2,1,1,1,0,1,0,1,0,0,0,2,1,5,low,0,1,18572.7,0.7
EL,2013,28,2,18,18,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,medium,1,1,18572.7,0.7
ES,2013,26,2,22,14,2,1,4,1,1,4,1,3,0,1,0,0,1,0,1,3,1,5,high,1,1,23552.4,1.1
ES,2013,18,2,18,17,5,1,3,1,2,1,2,2,0,1,0,1,0,1,1,4,1,2,medium,1,1,23552.4,1.1
ES,2013,28,1,18,17,3,1,3,1,2,1,2,1,0,1,0,1,0,1,0,3,1,4,medium,0,1,23552.4,1.1
ES,2013,16,1,98,2,5,1,3,4,1,1,4,4,0,1,1,0,0,1,1,4,1,2,high,0,1,23552.4,1.1
ES,2013,18,1,16,14,2,2,4,2,1,3,2,2,1,1,1,0,1,1,1,6,1,5,medium,0,1,23552.4,1.1
ES,2013,20,1,98,2,5,1,3,2,3,4,4,3,0,1,1,1,1,1,1,6,1,2,high,0,1,23552.4,1.1
ES,2013,24,2,98,2,5,1,4,1,2,4,3,3,0,1,0,1,1,1,1,5,1,2,high,1,1,23552.4,1.1
ES,2013,20,2,98,2,2,4,4,4,2,3,3,2,1,1,1,1,1,1,1,7,1,5,high,1,1,23552.4,1.1
ES,2013,19,2,98,2,2,1,3,1,3,4,4,4,0,1,0,1,1,1,1,5,1,5,high,1,1,23552.4,1.1
ES,2013,28,2,22,3,1,1,3,2,3,3,4,3,0,1,1,1,1,1,1,6,1,6,high,1,1,23552.4,1.1
ES,2013,22,1,98,2,2,1,2,1,2,4,2,1,0,1,0,1,1,1,0,4,1,5,high,0,1,23552.4,1.1
ES,2013,23,1,98,2,2,1,3,2,4,4,4,4,0,1,1,1,1,1,1,6,1,5,high,0,1,23552.4,1.1
ES,2013,22,2,14,3,2,1,1,1,1,3,2,1,0,0,0,0,1,1,0,2,1,5,low,1,1,23552.4,1.1
ES,2013,18,1,98,2,6,1,2,1,2,1,2,1,0,1,0,1,0,1,0,3,1,1,high,0,1,23552.4,1.1
ES,2013,23,1,12,5,1,NA,1,1,1,1,1,1,NA,0,0,0,0,0,0,NA,NA,6,low,0,1,23552.4,1.1
ES,2013,24,2,24,15,5,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,2,high,1,1,23552.4,1.1
ES,2013,21,1,98,2,2,1,3,2,2,3,2,2,0,1,1,1,1,1,1,6,1,5,high,0,1,23552.4,1.1
ES,2013,23,2,22,3,2,1,2,1,3,1,2,2,0,1,0,1,0,1,1,4,1,5,high,1,1,23552.4,1.1
ES,2013,25,2,22,17,2,1,3,2,2,3,2,2,0,1,1,1,1,1,1,6,1,5,high,1,1,23552.4,1.1
ES,2013,29,1,16,16,1,1,3,1,1,1,3,1,0,1,0,0,0,1,0,2,1,6,medium,0,1,23552.4,1.1
ES,2013,25,1,16,14,1,1,2,1,1,1,2,1,0,1,0,0,0,1,0,2,1,6,medium,0,1,23552.4,1.1
ES,2013,25,1,23,3,1,2,1,1,1,1,2,1,1,0,0,0,0,1,0,2,1,6,high,0,1,23552.4,1.1
ES,2013,27,1,17,3,5,1,3,1,2,2,1,1,0,1,0,1,1,0,0,3,1,2,medium,0,1,23552.4,1.1
ES,2013,19,1,98,2,3,3,1,3,3,4,3,4,1,0,1,1,1,1,1,6,1,4,high,0,1,23552.4,1.1
ES,2013,29,1,18,3,1,1,2,2,2,1,2,2,0,1,1,1,0,1,1,5,1,6,medium,0,1,23552.4,1.1
